contigName	contigLen	totalAvgDepth	mapped_sorted_combined.bam	mapped_sorted_combined.bam-var
contig_4239	21322	0.424381	0.424381	0.753122
contig_424	17224	4.08967	4.08967	175.087
contig_4240	13735	1.95826	1.95826	4.43898
contig_4244	28973	0.891684	0.891684	2.49746
contig_4245	27742	0.486373	0.486373	0.558024
contig_4246	5278	2.71665	2.71665	8.96842
contig_4248	5402	0.425743	0.425743	0.607495
contig_4250	8263	0.122519	0.122519	0.116892
contig_4251	7670	0.927793	0.927793	0.753552
contig_4253	5799	1925.36	1925.36	1.79107e+07
contig_4254	12006	1.45968	1.45968	1.22966
contig_4255	185264	3.99191	3.99191	8.26937
contig_4257	7683	0.851586	0.851586	0.491476
contig_4258	19809	0.967852	0.967852	6.78106
contig_4259	7680	1.63081	1.63081	0.979842
contig_426	9417	1.35394	1.35394	1.33036
contig_4260	8247	1.38063	1.38063	0.543326
contig_4261	19825	0.173723	0.173723	0.232012
contig_4262	5666	2.53861	2.53861	1.76838
contig_4263	36146	1.37249	1.37249	1.97765
contig_4264	7700	1.37775	1.37775	0.514309
contig_4265	8328	1.02421	1.02421	0.588582
contig_4266	7716	1.36743	1.36743	1.39916
contig_4267	5958	0.31405	0.31405	0.386638
contig_4268	6626	1.53289	1.53289	2.79099
contig_4269	16303	1.18863	1.18863	1.14725
contig_427	13261	0.583098	0.583098	6.76114
contig_4270	92153	3.29398	3.29398	4.91963
contig_4271	10621	1.31277	1.31277	6.36127
contig_4273	8712	2.63817	2.63817	1.11842
contig_4276	22133	3.88095	3.88095	5.71601
contig_4277	63349	4.05356	4.05356	9.639
contig_4278	6699	1.95648	1.95648	1.60302
contig_4279	20080	0.459659	0.459659	0.578027
contig_428	33006	153.511	153.511	1.36082e+06
contig_4280	5765	0.354052	0.354052	0.618834
contig_4281	67231	1.93594	1.93594	3.72004
contig_4282	8039	1.36405	1.36405	0.584689
contig_4283	7793	1.65642	1.65642	1.10544
contig_4284	99248	2.53785	2.53785	6.80662
contig_4285	13956	1.9401	1.9401	1.01159
contig_4286	25407	2.58435	2.58435	3.29519
contig_4289	10788	1.15069	1.15069	1.12174
contig_429	25636	4.78078	4.78078	104.585
contig_4290	16401	1.4313	1.4313	2.93443
contig_4291	18500	0.426866	0.426866	0.890285
contig_4293	236638	2.99032	2.99032	6.84128
contig_4294	12771	2.73726	2.73726	5.48589
contig_4295	27619	1.76858	1.76858	2.89529
contig_4297	9623	1.48644	1.48644	2.43337
contig_4298	10939	0.277505	0.277505	0.288747
contig_4299	16879	1.77662	1.77662	1.63076
contig_430	6825	0.0868914	0.0868914	0.0937539
contig_4300	7297	1.16203	1.16203	1.15561
contig_4301	7858	1.29048	1.29048	0.822714
contig_4302	29211	0.773683	0.773683	0.780585
contig_4303	32491	1.01333	1.01333	0.859295
contig_4304	94019	1.24134	1.24134	1.81522
contig_4305	9539	0.126318	0.126318	0.150199
contig_4306	54749	3.42327	3.42327	18.5007
contig_4307	6859	1.77761	1.77761	0.796103
contig_4308	8359	0.298453	0.298453	0.574407
contig_4309	18004	1.48493	1.48493	1.47978
contig_431	7615	1.39491	1.39491	0.704392
contig_4310	9255	1.05579	1.05579	1.01133
contig_4311	10755	1.21744	1.21744	0.430663
contig_4312	50810	1.77017	1.77017	2.04024
contig_4313	7433	0.660991	0.660991	0.703943
contig_4314	13370	0.495613	0.495613	0.391902
contig_4315	7239	1.236	1.236	0.476595
contig_4316	64230	1.9637	1.9637	3.44419
contig_4317	18171	13.0075	13.0075	22.1566
contig_4318	8637	15.8329	15.8329	64.4053
contig_4319	129504	10.349	10.349	17.932
contig_432	12286	1.03197	1.03197	1.29888
contig_4320	16245	1.45337	1.45337	0.672293
contig_4321	11010	1.14309	1.14309	1.01169
contig_4322	12278	2.12525	2.12525	1.04914
contig_4323	12389	1.4712	1.4712	2.29014
contig_4325	8669	1.11598	1.11598	1.00824
contig_4328	5727	1.61951	1.61951	2.20929
contig_4329	17885	1.06129	1.06129	0.910682
contig_4330	11669	0.0691032	0.0691032	0.0643203
contig_4331	12037	0.252124	0.252124	0.335944
contig_4335	9404	1.84828	1.84828	0.972801
contig_4336	6048	1.46134	1.46134	1.05915
contig_4337	7050	2.11638	2.11638	2.63511
contig_4339	7535	0.947326	0.947326	1.06021
contig_434	55650	0.834829	0.834829	1.29682
contig_4345	7387	0.621252	0.621252	0.922638
contig_4346	10082	1.5287	1.5287	0.599204
contig_4349	64768	3.7512	3.7512	8.53775
contig_435	10155	0.474363	0.474363	0.570314
contig_4350	18218	2.251	2.251	14.5128
contig_4351	27984	2.73209	2.73209	20.9265
contig_4353	139618	6.56907	6.56907	21.7682
contig_4356	18002	2.07215	2.07215	6.37363
contig_4357	15719	1.45655	1.45655	1.9199
contig_4358	13884	6.71844	6.71844	9.90265
contig_436	8545	1.09267	1.09267	0.681181
contig_4360	47670	1.61425	1.61425	1.92946
contig_4361	31508	1.98128	1.98128	2.09531
contig_4362	15005	1.56957	1.56957	1.06028
contig_4363	6033	1.61176	1.61176	1.4123
contig_4364	58376	1.88984	1.88984	2.0017
contig_4366	5994	0.0720397	0.0720397	0.0668617
contig_4367	9026	1.50079	1.50079	1.80861
contig_4368	7236	0.424499	0.424499	0.912497
contig_437	11025	1.87117	1.87117	3.0604
contig_4370	12514	3.42931	3.42931	17.0534
contig_4371	81934	1.84402	1.84402	3.25158
contig_4372	7399	0.694303	0.694303	1.10186
contig_4373	23115	2.17379	2.17379	15.8255
contig_4374	144548	5.2943	5.2943	10.7084
contig_4376	48495	1.59555	1.59555	4.8092
contig_4377	7579	0.736708	0.736708	1.83736
contig_4378	28788	4.02102	4.02102	3.86332
contig_4379	7325	0.476516	0.476516	0.754341
contig_4380	41192	1.45149	1.45149	1.83653
contig_4381	13335	1.39568	1.39568	0.865126
contig_4385	7515	0.820367	0.820367	0.493129
contig_4386	17392	3.30878	3.30878	2.97331
contig_4387	5765	2.93802	2.93802	4.93347
contig_4388	8095	1.77017	1.77017	2.31347
contig_4389	17694	0.982957	0.982957	1.2614
contig_439	7644	1.27502	1.27502	1.0111
contig_4390	7817	1.37211	1.37211	1.83613
contig_4393	19212	1.33837	1.33837	0.893348
contig_4394	16053	1.07854	1.07854	1.1343
contig_4395	8240	1.84079	1.84079	2.50477
contig_4396	42267	0.895078	0.895078	0.727634
contig_4397	8809	1.8904	1.8904	1.65779
contig_4398	7422	1.8651	1.8651	1.01234
contig_4399	24100	0.966514	0.966514	1.54394
contig_4400	5604	0.623212	0.623212	0.389268
contig_4401	5484	1.47469	1.47469	0.658177
contig_4402	14993	1.42458	1.42458	1.66678
contig_4403	13264	0.954247	0.954247	0.605079
contig_4404	6583	1.44505	1.44505	1.14071
contig_4405	15880	1.34221	1.34221	1.35014
contig_4406	13604	1.74372	1.74372	1.60388
contig_4408	20704	0.704972	0.704972	0.593282
contig_4409	11629	0.81122	0.81122	0.853579
contig_441	11964	1.19959	1.19959	1.80777
contig_4410	12576	1.39071	1.39071	1.1917
contig_4411	8861	1.92458	1.92458	1.80659
contig_4412	65184	0.799643	0.799643	1.09038
contig_4413	43520	1.46145	1.46145	2.5439
contig_4414	13436	2.31146	2.31146	3.19475
contig_4415	41377	0.922575	0.922575	1.01389
contig_4418	16755	0.150196	0.150196	0.181927
contig_4419	41866	2.31137	2.31137	3.48583
contig_442	29858	3.07284	3.07284	33.4089
contig_4420	12742	1.08188	1.08188	1.62302
contig_4421	31306	1.7215	1.7215	2.29486
contig_4422	10694	1.90535	1.90535	2.53397
contig_4423	8206	1.6713	1.6713	0.970795
contig_4424	8239	1.6222	1.6222	1.37951
contig_4425	6878	4.03835	4.03835	15.7685
contig_4426	29595	4.61229	4.61229	47.9197
contig_4427	15423	6.76102	6.76102	22.6539
contig_4428	42570	0.964121	0.964121	1.29125
contig_443	29324	1.73038	1.73038	37.5563
contig_4430	6610	1.6356	1.6356	1.14106
contig_4431	12535	1.67703	1.67703	2.04741
contig_4432	73026	0.749012	0.749012	1.41455
contig_4433	5635	0.273108	0.273108	0.376893
contig_4434	14780	1.46904	1.46904	2.1882
contig_4435	20808	0.436538	0.436538	0.597426
contig_4437	13191	0.343685	0.343685	0.45733
contig_4438	45654	5.77323	5.77323	91.5815
contig_4439	17621	0.401694	0.401694	0.538901
contig_444	17234	0.902657	0.902657	13.193
contig_4440	38594	2.87894	2.87894	2.47651
contig_4441	44008	1.21337	1.21337	1.94652
contig_4442	12023	1.49895	1.49895	1.167
contig_4445	183783	13.3353	13.3353	48.8824
contig_445	12021	1.16157	1.16157	0.590213
contig_4453	12780	0.906492	0.906492	0.903614
contig_4455	10406	0.737617	0.737617	1.0982
contig_4456	18031	1.28595	1.28595	0.635382
contig_4457	11149	1.04046	1.04046	1.24506
contig_4458	21646	2.12058	2.12058	1.15263
contig_4459	42534	1.51064	1.51064	1.98713
contig_4460	9457	0.961857	0.961857	1.75864
contig_4461	37212	1.95035	1.95035	5.00726
contig_4462	30776	3.39809	3.39809	3.12614
contig_4463	12196	1.91715	1.91715	1.44417
contig_4465	133018	8.00996	8.00996	28.8408
contig_4466	14396	1.58725	1.58725	1.47427
contig_4467	20011	2.60229	2.60229	2.70014
contig_4469	5600	4.32477	4.32477	1.80206
contig_447	22559	4.24446	4.24446	3115.94
contig_4471	75018	2.29095	2.29095	3.91416
contig_4473	8513	2.51285	2.51285	1.99711
contig_4475	104068	1.94361	1.94361	1.9799
contig_4476	11496	1.98396	1.98396	0.668433
contig_4477	11692	0.806793	0.806793	0.77366
contig_4478	21005	2.04857	2.04857	1.04173
contig_4479	14590	1.20596	1.20596	0.792561
contig_448	6979	0.146434	0.146434	0.209687
contig_4480	10904	1.35949	1.35949	1.17333
contig_4481	16708	2.22702	2.22702	2.02204
contig_4482	5370	3.30479	3.30479	2.21686
contig_4484	27624	3.27673	3.27673	5.6157
contig_4486	12972	1.33715	1.33715	0.825112
contig_4487	7183	0.19636	0.19636	0.361765
contig_4488	17426	1.68303	1.68303	1.35149
contig_4489	17278	3.60474	3.60474	6.12573
contig_449	6398	1.16437	1.16437	0.873407
contig_4490	22890	2.9219	2.9219	6.22712
contig_4491	6830	8.13234	8.13234	34.6185
contig_4492	6194	4.88187	4.88187	21.7838
contig_4493	30352	2.78213	2.78213	6.14085
contig_4497	21618	1.39179	1.39179	1.0451
contig_4498	250228	4.76648	4.76648	12.3688
contig_4499	16565	2.05586	2.05586	1.7591
contig_450	303657	4.9505	4.9505	19.2493
contig_4500	8427	1.50586	1.50586	1.81908
contig_4501	5308	0.965878	0.965878	2.11694
contig_4502	6246	1.04331	1.04331	0.386345
contig_4503	7829	0.519599	0.519599	0.98944
contig_4504	124799	2.04454	2.04454	4.74588
contig_4505	37654	2.47136	2.47136	2.84877
contig_4506	8887	3.99554	3.99554	2.43963
contig_4508	5009	1.00885	1.00885	0.370239
contig_4509	10141	0.528376	0.528376	0.416597
contig_4510	82950	3.57995	3.57995	6.36063
contig_4512	8927	0.77498	0.77498	1.08028
contig_4513	6380	0.899839	0.899839	0.686087
contig_4515	48430	1.66067	1.66067	2.82417
contig_4516	16533	1.76408	1.76408	2.86012
contig_4517	37706	2.07924	2.07924	3.83644
contig_4518	10344	0.663724	0.663724	1.36158
contig_4519	13229	0.49935	0.49935	0.799065
contig_452	14513	4.57592	4.57592	21.433
contig_4520	29703	1.55724	1.55724	2.2147
contig_4522	58337	2.48796	2.48796	3.26822
contig_4523	15546	1.25922	1.25922	2.13512
contig_4524	25120	4.23116	4.23116	118.675
contig_4525	31154	5.54912	5.54912	26.7476
contig_4526	9069	0.502747	0.502747	0.786094
contig_4527	67036	1.16564	1.16564	2.13155
contig_4528	32304	0.712509	0.712509	1.086
contig_4529	67055	1.49445	1.49445	1.42045
contig_453	9320	3.21701	3.21701	3.34949
contig_4530	14434	2.18181	2.18181	2.7673
contig_4531	69233	2.18915	2.18915	5.04029
contig_4532	42049	2.29428	2.29428	2.39589
contig_4533	48058	2.58324	2.58324	5.38881
contig_4534	7931	1.91107	1.91107	0.637331
contig_4535	5782	1.32848	1.32848	0.706861
contig_4536	10217	1.46747	1.46747	1.13914
contig_4537	135477	2.39319	2.39319	3.94724
contig_4538	15416	3.06177	3.06177	3.89556
contig_4539	38847	2.4036	2.4036	3.23546
contig_454	6241	13.2243	13.2243	11.8429
contig_4540	14749	1.19145	1.19145	1.55434
contig_4543	14333	0	0	0
contig_4544	6120	1.22127	1.22127	3.34463
contig_4546	17248	2.59206	2.59206	8.72915
contig_4550	17616	0.960151	0.960151	1.24553
contig_4551	27962	2.04196	2.04196	3.13729
contig_4552	24910	3.76805	3.76805	6.68455
contig_4554	6131	1.42969	1.42969	0.570141
contig_4555	14071	1.95417	1.95417	1.30507
contig_4556	6017	0.0608488	0.0608488	0.0571467
contig_4557	10204	0.397255	0.397255	0.805019
contig_4558	12755	1.31971	1.31971	1.23197
contig_4559	14742	5.02769	5.02769	7.34348
contig_456	154005	2.35207	2.35207	4.32717
contig_4561	6416	1.01835	1.01835	0.493046
contig_4562	16932	0.505363	0.505363	0.569001
contig_4563	10344	0.139396	0.139396	0.119958
contig_4564	55083	1.60381	1.60381	3.78256
contig_4565	14175	1.26403	1.26403	3.63253
contig_4566	19014	0.751272	0.751272	2.13054
contig_457	230442	15.0955	15.0955	52.8293
contig_4572	9432	1.21612	1.21612	0.728674
contig_4574	9819	2.07302	2.07302	1.58146
contig_4575	7523	1.73213	1.73213	1.44104
contig_4576	10694	0.326442	0.326442	0.375198
contig_4577	28868	1.58973	1.58973	2.08849
contig_4578	17829	1.49443	1.49443	1.50327
contig_4579	85014	2.26994	2.26994	4.21906
contig_458	58837	1.09131	1.09131	1.07709
contig_4581	11826	0.640716	0.640716	1.03736
contig_4582	10884	1.81628	1.81628	2.64963
contig_4583	11623	1.55844	1.55844	1.89581
contig_4584	277107	17.0251	17.0251	122.95
contig_4585	9585	1.48151	1.48151	1.50503
contig_4586	6843	12.1333	12.1333	14.5674
contig_4587	6271	1.18265	1.18265	0.827048
contig_4588	16346	2.57286	2.57286	6.44414
contig_4589	13867	0.733834	0.733834	0.879428
contig_459	12528	1.91574	1.91574	3.98586
contig_4591	520390	2.1415	2.1415	4.74659
contig_4592	7518	0.40703	0.40703	0.377133
contig_4593	11866	0.3141	0.3141	0.289535
contig_4594	12594	0.520331	0.520331	0.499282
contig_4595	12855	0.858402	0.858402	0.794959
contig_4596	9885	0.255778	0.255778	0.415571
contig_4597	8551	1.03976	1.03976	0.993403
contig_4598	11759	1.84236	1.84236	3.11581
contig_4599	7944	0.625866	0.625866	0.784959
contig_460	12890	0.817896	0.817896	1.41782
contig_4600	7209	0.571752	0.571752	0.56225
contig_4602	6752	1.45092	1.45092	0.274916
contig_4603	5129	2.03615	2.03615	1.85129
contig_4604	26987	3.46384	3.46384	3.06548
contig_4605	8139	1.94255	1.94255	4.31456
contig_4606	14988	0.302197	0.302197	0.344048
contig_4607	11727	1.19167	1.19167	0.652293
contig_4608	8507	0.647242	0.647242	1.03135
contig_4609	11206	1.63513	1.63513	0.819201
contig_461	11962	1.49306	1.49306	1.4778
contig_4611	6320	1.89627	1.89627	0.727415
contig_4612	18758	1.62242	1.62242	1.92377
contig_4615	15653	1.9524	1.9524	1.42731
contig_4616	10112	1.4461	1.4461	1.421
contig_4617	46397	3.23039	3.23039	6.88748
contig_4618	22843	2.05914	2.05914	3.71545
contig_4619	10862	1.33906	1.33906	1.39825
contig_462	10087	1.48747	1.48747	0.99522
contig_4620	12066	0.76863	0.76863	1.07106
contig_4621	31431	0.779387	0.779387	0.785385
contig_4622	9687	1.58593	1.58593	1.52234
contig_4623	15397	1.26668	1.26668	1.04688
contig_4625	31525	1.11822	1.11822	1.39081
contig_4626	18557	0.634107	0.634107	1.22069
contig_4627	9338	0.825316	0.825316	1.11103
contig_4628	15088	3.01566	3.01566	5.66451
contig_4629	5657	0	0	0
contig_463	15023	2.75822	2.75822	4.47291
contig_4633	10584	1.40962	1.40962	2.30752
contig_4634	11771	0.168316	0.168316	0.139988
contig_4635	7907	2.17636	2.17636	1.45393
contig_4636	20922	1.1399	1.1399	0.961234
contig_4637	5301	0.290817	0.290817	0.399297
contig_4638	109428	2.17303	2.17303	3.07137
contig_4639	14341	1.2076	1.2076	1.48602
contig_464	15949	0.991708	0.991708	0.970315
contig_4640	12223	1.25768	1.25768	1.30229
contig_4641	10746	1.27435	1.27435	1.23146
contig_4642	6451	0.395334	0.395334	0.329543
contig_4643	6027	0.782032	0.782032	0.895143
contig_4645	7451	0.605807	0.605807	0.59803
contig_4646	14599	6.75895	6.75895	2.96598
contig_4647	9201	2.01016	2.01016	5.10872
contig_4648	6744	3.37731	3.37731	3.19394
contig_4649	31328	4.33126	4.33126	5.37654
contig_465	1.44314e+06	9.92627	9.92627	17.1626
contig_4650	23916	0.767441	0.767441	1.12153
contig_4651	8903	2.23489	2.23489	1.55575
contig_4654	66293	3.1198	3.1198	4.67953
contig_4655	7108	0.975999	0.975999	0.671961
contig_4656	9981	2.59068	2.59068	4.80726
contig_4657	10071	0.00796291	0.00796291	0.0079002
contig_4658	24452	0.576702	0.576702	0.608181
contig_466	7001	1.58167	1.58167	0.544985
contig_4661	13553	0.604268	0.604268	1.74374
contig_4662	16644	1.84673	1.84673	4.56306
contig_4663	173996	3.34344	3.34344	5.53168
contig_4666	20497	3.73141	3.73141	3.67263
contig_4667	1.27795e+06	4.81076	4.81076	7.71089
contig_467	8121	0.92134	0.92134	0.818732
contig_4670	8334	1.35814	1.35814	1.28705
contig_4671	45044	0.598811	0.598811	1.29066
contig_4672	8118	2.15976	2.15976	1.16493
contig_4673	11373	0.846298	0.846298	1.25858
contig_4674	214859	7.02445	7.02445	14.7932
contig_4675	16919	0.656569	0.656569	1.03123
contig_4677	8221	1.11461	1.11461	0.884127
contig_4678	17676	2.38674	2.38674	4.09207
contig_4679	8100	1.33673	1.33673	0.456594
contig_468	8132	1.22363	1.22363	1.57632
contig_4680	34767	0.869313	0.869313	1.02753
contig_4681	5901	0	0	0
contig_4682	6388	0.466015	0.466015	0.555455
contig_4683	39366	17.4691	17.4691	116.217
contig_4684	5712	1.21233	1.21233	2.51352
contig_4685	10106	1.2506	1.2506	0.90023
contig_4686	49222	1.49275	1.49275	2.2963
contig_4687	8255	1.62554	1.62554	0.748747
contig_4688	8514	2.45564	2.45564	5.12305
contig_4689	21806	4.2591	4.2591	8.37612
contig_4690	15078	7.37091	7.37091	38.2939
contig_4691	9913	1.72252	1.72252	1.35311
contig_4692	8860	1.02549	1.02549	0.852493
contig_4693	6951	1.68784	1.68784	0.774151
contig_4694	8894	2.15416	2.15416	1.92863
contig_4695	8629	2.09199	2.09199	0.767227
contig_4696	6919	1.50702	1.50702	1.67974
contig_4697	23549	0.729091	0.729091	0.497549
contig_4698	8089	2.01499	2.01499	0.730259
contig_4699	5449	0.0937913	0.0937913	0.0850065
contig_470	5683	0.630942	0.630942	0.59195
contig_4700	19042	0.719511	0.719511	0.909784
contig_4701	56977	3.67473	3.67473	24.7973
contig_4702	15517	0.961801	0.961801	0.79924
contig_4703	19026	1.52061	1.52061	2.77627
contig_4704	7382	1.50249	1.50249	0.594641
contig_4705	38793	0.573972	0.573972	0.463425
contig_4706	7890	9.32468	9.32468	31.075
contig_4709	20214	1.50389	1.50389	1.5152
contig_471	44973	1.41816	1.41816	1.06967
contig_4710	13535	3.02929	3.02929	5.80357
contig_4711	11008	4.80475	4.80475	26.801
contig_4712	12372	5.87891	5.87891	10.8429
contig_4713	155686	4.08293	4.08293	4.81691
contig_4714	7743	1.14145	1.14145	2.50625
contig_4715	10452	4.11066	4.11066	7.57431
contig_4716	12049	1.52433	1.52433	1.72565
contig_4719	9327	2.41026	2.41026	2.05557
contig_472	10397	3.96741	3.96741	1.66775
contig_4720	12196	1.66221	1.66221	1.97896
contig_4721	6860	6.05991	6.05991	22.7655
contig_4722	83417	3.06581	3.06581	6.82865
contig_4724	57303	2.02366	2.02366	5.17695
contig_4727	19190	1.91991	1.91991	3.67986
contig_4729	62238	0.866126	0.866126	1.13661
contig_4730	5700	3.09766	3.09766	4.42354
contig_4731	14304	2.2039	2.2039	2.20126
contig_4732	17246	0.55241	0.55241	0.642084
contig_4733	11841	0.547772	0.547772	0.424173
contig_4734	17994	1.49826	1.49826	1.26285
contig_4735	7130	0.67106	0.67106	0.569238
contig_4736	15595	2.75902	2.75902	3.2854
contig_4737	25282	1.8038	1.8038	2.06104
contig_4738	16892	10.4825	10.4825	50.8517
contig_4739	57526	2.98065	2.98065	7.79911
contig_474	12492	2.55899	2.55899	0.572275
contig_4740	59606	2.2681	2.2681	3.89637
contig_4741	41999	11.6882	11.6882	55.9445
contig_4742	13111	0.961037	0.961037	0.982883
contig_4743	10596	2.33487	2.33487	3.25728
contig_4744	461722	7.41768	7.41768	10.9168
contig_4745	12610	1.5382	1.5382	1.62316
contig_4746	24235	1.05937	1.05937	1.03866
contig_4747	65117	2.58097	2.58097	7.28261
contig_4748	16427	0.872581	0.872581	0.691406
contig_4749	135215	2.30534	2.30534	3.56679
contig_475	20993	2.50156	2.50156	1.30666
contig_4751	29502	13.0521	13.0521	75.5891
contig_4752	60262	10.2859	10.2859	29.5094
contig_4754	21655	13.2356	13.2356	37.7406
contig_4757	7223	1.5603	1.5603	0.766218
contig_4758	5688	0.0261827	0.0261827	0.0255023
contig_4759	13942	0.289443	0.289443	0.628442
contig_476	240240	2.58543	2.58543	7.63073
contig_4760	6404	1.29037	1.29037	0.659301
contig_4761	6371	0.345764	0.345764	0.433982
contig_4762	6984	0.84782	0.84782	1.03989
contig_4763	21005	3.71834	3.71834	4.77788
contig_4766	6178	2.2213	2.2213	3.0115
contig_4767	5804	0.901309	0.901309	0.202533
contig_4768	8339	1.51777	1.51777	1.53365
contig_4769	9546	0.852703	0.852703	0.576891
contig_477	5140	2.22866	2.22866	0.531974
contig_4770	57833	2.30843	2.30843	3.12801
contig_4772	53285	2.01208	2.01208	2.36675
contig_4773	19765	1.4234	1.4234	2.24651
contig_4775	13066	1.09941	1.09941	1.31824
contig_4776	13300	0.902281	0.902281	1.77938
contig_4777	18690	2.3302	2.3302	2.35648
contig_4779	7185	0.889837	0.889837	0.239062
contig_478	15312	1.07611	1.07611	1.81732
contig_4781	11226	1.66107	1.66107	2.18291
contig_4783	19959	1.98824	1.98824	1.48556
contig_4784	10741	2.39373	2.39373	2.23769
contig_4785	15207	1.05645	1.05645	1.1576
contig_4786	8056	1.49608	1.49608	0.742347
contig_4787	5182	1.35791	1.35791	0.772891
contig_4788	5623	2.26987	2.26987	0.705096
contig_4789	6428	0.998885	0.998885	0.424567
contig_479	46579	3.81443	3.81443	11.1857
contig_4790	6210	0.408416	0.408416	0.241635
contig_4791	27458	1.72514	1.72514	4.36793
contig_4792	6896	0.591906	0.591906	0.794018
contig_4793	18031	5.89341	5.89341	5.65329
contig_4794	29801	4.04539	4.04539	6.03052
contig_4797	7082	0.504039	0.504039	1.28265
contig_4798	5896	1.60077	1.60077	3.37998
contig_4799	71465	1.40461	1.40461	2.23805
contig_480	5814	1.7417	1.7417	4.86294
contig_4800	24225	0.808474	0.808474	1.17118
contig_4801	15183	0.140424	0.140424	0.208308
contig_4803	43017	2.07208	2.07208	4.92628
contig_4804	12984	0.965171	0.965171	0.847623
contig_4807	15427	4.82451	4.82451	20.7263
contig_4808	65152	2.31373	2.31373	16.8803
contig_4809	19048	9.30342	9.30342	34.4651
contig_4811	7655	1.39174	1.39174	1.8444
contig_4812	5544	0.91231	0.91231	0.764982
contig_4813	6083	1.58824	1.58824	0.680564
contig_4814	5092	1.39822	1.39822	0.449788
contig_4815	5217	1.23959	1.23959	1.06972
contig_4816	72136	0.730878	0.730878	1.08071
contig_4817	16741	0.330721	0.330721	0.797128
contig_4818	6378	2.30523	2.30523	1.09022
contig_482	16393	1.23321	1.23321	1.45729
contig_4821	25588	2.12878	2.12878	1.44975
contig_4822	11264	0.756793	0.756793	0.491289
contig_4824	5908	2.56912	2.56912	0.758729
contig_4825	69444	2.55275	2.55275	5.10334
contig_4826	16113	1.21105	1.21105	1.07462
contig_4827	8088	1.77085	1.77085	1.12234
contig_4829	9287	0.866586	0.866586	0.49874
contig_4830	63921	2.88664	2.88664	4.79922
contig_4833	16912	3.66335	3.66335	5.73151
contig_4834	10095	1.14962	1.14962	1.04833
contig_4835	8677	1.08925	1.08925	1.14085
contig_4836	7920	1.00914	1.00914	0.825401
contig_4838	42903	15.1921	15.1921	85.0273
contig_484	18333	2.06105	2.06105	2.14477
contig_4841	7136	1.7485	1.7485	0.806498
contig_4842	12987	1.14645	1.14645	1.31948
contig_4845	42206	2.06696	2.06696	5.79532
contig_4846	33215	1.59555	1.59555	4.12906
contig_4847	5098	0.604487	0.604487	0.638211
contig_4848	51136	2.69176	2.69176	3.52024
contig_4849	5376	1.73747	1.73747	1.12032
contig_485	21342	1.35631	1.35631	1.42946
contig_4850	10375	2.13545	2.13545	1.38009
contig_4851	53489	1.83442	1.83442	3.04027
contig_4852	82982	1.09062	1.09062	1.5618
contig_4853	10886	0.503446	0.503446	0.433887
contig_4854	11359	1.23115	1.23115	1.43596
contig_4855	25520	2.3503	2.3503	3.44495
contig_4858	13525	1.29436	1.29436	1.82804
contig_4859	96024	3.38357	3.38357	6.33668
contig_486	16379	1.34716	1.34716	0.637887
contig_4860	13986	1.27667	1.27667	0.88595
contig_4862	14669	2.21124	2.21124	1.8051
contig_4863	21786	1.67605	1.67605	1.95564
contig_4864	15342	0.291996	0.291996	0.36985
contig_4867	11021	1.17055	1.17055	0.536316
contig_4868	11724	1.19596	1.19596	2.969
contig_4869	12218	0.651889	0.651889	0.927683
contig_487	51714	1.35273	1.35273	1.92492
contig_4870	8097	2.77325	2.77325	2.95164
contig_4871	5542	0.462723	0.462723	0.665257
contig_4872	58022	0.635886	0.635886	1.12332
contig_4873	5605	1.81668	1.81668	0.932672
contig_4874	11789	1.89243	1.89243	2.11539
contig_4876	12688	1.92997	1.92997	3.00212
contig_4877	9855	0.299948	0.299948	0.210005
contig_4878	28912	1.46002	1.46002	1.04577
contig_4879	8268	2.45294	2.45294	0.823417
contig_488	49490	0.993981	0.993981	1.12796
contig_4880	34804	3.20503	3.20503	9.19338
contig_4881	18609	5.81754	5.81754	4.1088
contig_4882	22251	2.48215	2.48215	6.48898
contig_4883	7748	1.41458	1.41458	1.50274
contig_4884	13170	0.344931	0.344931	0.428454
contig_4885	7331	1.07408	1.07408	1.02987
contig_4886	16664	1.35606	1.35606	1.15501
contig_4887	13882	1.82588	1.82588	0.88413
contig_4888	87259	2.09169	2.09169	4.96052
contig_4889	6559	1.7012	1.7012	1.38894
contig_489	17252	0.46632	0.46632	0.730922
contig_4890	19299	1.76678	1.76678	0.908275
contig_4892	54307	3.50802	3.50802	8.00532
contig_4893	5549	2.03778	2.03778	0.513593
contig_4894	11320	0.589526	0.589526	0.670566
contig_4895	6135	0.875689	0.875689	0.659662
contig_4896	15272	1.221	1.221	0.778021
contig_4897	5446	0.912009	0.912009	1.07472
contig_4898	20529	1.20727	1.20727	3.0249
contig_4899	40108	0.715326	0.715326	1.40574
contig_490	41835	1.2665	1.2665	1.48711
contig_4900	55621	2.23564	2.23564	2.55464
contig_4901	14686	0.794648	0.794648	0.675454
contig_4902	8351	1.54103	1.54103	0.520298
contig_4903	18908	1.05571	1.05571	0.744506
contig_4904	24946	1.52234	1.52234	1.9259
contig_4905	36515	3.24326	3.24326	2.39943
contig_4906	9279	1.09026	1.09026	1.17712
contig_4907	7391	0.478663	0.478663	0.467511
contig_4908	28704	1.79197	1.79197	3.07045
contig_4909	14263	3.07504	3.07504	3.1024
contig_491	30268	0.817086	0.817086	0.962854
contig_4910	14973	0.365513	0.365513	0.231918
contig_4911	6026	1.28693	1.28693	1.79342
