contigName	contigLen	totalAvgDepth	mapped_sorted_secondRun.bam	mapped_sorted_secondRun.bam-var
contig_7079	5590	1.00643	1.00643	0.521188
contig_708	33214	8.03905	8.03905	50.9004
contig_7080	9194	1.53118	1.53118	0.712638
contig_7081	6406	2.04636	2.04636	0.652719
contig_7082	12512	1.02136	1.02136	0.907975
contig_7085	6854	0.223449	0.223449	0.272006
contig_7086	109412	1.91272	1.91272	2.58153
contig_7087	9511	1.26963	1.26963	1.07828
contig_7089	22705	1.21804	1.21804	1.66187
contig_709	15773	1.67471	1.67471	3.71943
contig_7090	5087	0.613125	0.613125	0.68903
contig_7091	35530	1.46911	1.46911	2.16412
contig_7093	31061	1.42752	1.42752	1.616
contig_7094	9219	2.14004	2.14004	1.12792
contig_7098	54161	2.15656	2.15656	3.69311
contig_7099	12482	0.931155	0.931155	1.63507
contig_71	5565	4.44229	4.44229	3.35277
contig_710	9615	5.45917	5.45917	23.6899
contig_7100	11286	1.32893	1.32893	1.19546
contig_7101	13509	3.88891	3.88891	3.81723
contig_7102	17804	2.93837	2.93837	6.69289
contig_7103	12457	0.973348	0.973348	0.924543
contig_7104	17344	1.35838	1.35838	2.15004
contig_7106	7009	1.16343	1.16343	1.34059
contig_7107	12665	0.75805	0.75805	1.67058
contig_7108	16079	1.2702	1.2702	2.5149
contig_7109	16578	0.399562	0.399562	0.660266
contig_7110	5575	1.82028	1.82028	0.329992
contig_7111	5620	2.01188	2.01188	0.690118
contig_7113	22163	0.82156	0.82156	0.631418
contig_7115	31167	0.548022	0.548022	0.780731
contig_7116	5096	1.49838	1.49838	0.623369
contig_7117	7381	2.53561	2.53561	1.08423
contig_7119	13168	1.35935	1.35935	0.81588
contig_712	16938	0.919645	0.919645	1.77775
contig_7121	11084	1.1114	1.1114	1.644
contig_7122	77487	3.05296	3.05296	4.42361
contig_7123	9072	1.72125	1.72125	1.21539
contig_7124	12823	1.27381	1.27381	0.894484
contig_7125	9716	1.18827	1.18827	1.9594
contig_7126	6419	2.59643	2.59643	3.21999
contig_7127	9890	2.9463	2.9463	1.90551
contig_7128	5625	0.990502	0.990502	0.405104
contig_7129	7807	1.64803	1.64803	0.493255
contig_713	192604	5.26842	5.26842	47.4083
contig_7130	16110	0.896742	0.896742	0.742076
contig_7131	12329	0.976845	0.976845	1.16961
contig_7132	13241	2.37048	2.37048	1.58373
contig_7133	64979	1.49553	1.49553	3.23171
contig_7134	41090	1.08652	1.08652	1.69382
contig_7135	9888	1.22294	1.22294	0.539292
contig_7136	22141	2.23655	2.23655	4.81404
contig_7137	5188	2.06272	2.06272	1.12965
contig_7138	39853	1.38579	1.38579	2.62463
contig_714	7140	0.0573677	0.0573677	0.0540883
contig_7140	8748	1.36776	1.36776	0.413075
contig_7141	19559	0.201814	0.201814	0.217284
contig_7142	30216	1.78318	1.78318	4.01691
contig_7145	32342	3.70477	3.70477	4.43867
contig_7146	9094	0.731216	0.731216	1.04887
contig_7147	15066	0.763207	0.763207	1.34147
contig_7148	9235	1.76092	1.76092	1.8479
contig_7149	12420	2.10571	2.10571	1.48525
contig_715	12219	0.0126771	0.0126771	0.0125226
contig_7150	101400	3.63235	3.63235	4.8858
contig_7151	21071	1.69528	1.69528	1.25617
contig_7152	12804	4.11617	4.11617	1.61975
contig_7153	10649	1.97124	1.97124	1.61978
contig_7154	36087	0.805048	0.805048	1.30867
contig_7155	10751	0.0217904	0.0217904	0.0213166
contig_7156	15991	0.312291	0.312291	0.350739
contig_7157	9070	1.48161	1.48161	0.547
contig_7158	5173	0.496516	0.496516	0.815582
contig_7159	23892	1.71199	1.71199	3.03902
contig_716	18028	1.65018	1.65018	1.09212
contig_7160	9036	3.28866	3.28866	3.09048
contig_7161	31645	2.52396	2.52396	6.56482
contig_7163	8274	0.950394	0.950394	0.653826
contig_7164	9707	1.78654	1.78654	1.20676
contig_7165	34343	1.72541	1.72541	1.47201
contig_7166	16378	1.76559	1.76559	1.4106
contig_7167	9472	2.17335	2.17335	4.5843
contig_7168	11549	2.24081	2.24081	2.03228
contig_7169	8003	0.913282	0.913282	1.07565
contig_717	19693	1.77266	1.77266	1.55797
contig_7170	28676	0.782514	0.782514	0.906835
contig_7171	14196	1.35818	1.35818	1.30013
contig_7172	15429	1.34106	1.34106	0.347276
contig_7173	26343	2.99095	2.99095	1.76439
contig_7174	6228	0.368049	0.368049	0.39623
contig_7175	49772	1.84839	1.84839	2.17229
contig_7177	13998	2.31636	2.31636	1.24202
contig_7178	43712	2.08358	2.08358	3.47061
contig_7179	7822	0.497263	0.497263	0.74587
contig_7180	16521	0.00226009	0.00226009	0.00225496
contig_7181	10546	2.40977	2.40977	0.837747
contig_7182	13138	1.73106	1.73106	1.60084
contig_7184	7662	1.67279	1.67279	1.6726
contig_7185	9431	2.04633	2.04633	0.893123
contig_7186	13110	1.48434	1.48434	1.86737
contig_7187	8257	1.97138	1.97138	0.800816
contig_7189	15851	3.37482	3.37482	5.12254
contig_719	17767	2.47414	2.47414	3.24282
contig_7192	5292	2.22929	2.22929	1.7959
contig_7193	29615	2.18863	2.18863	3.45363
contig_7194	13007	1.2079	1.2079	1.31475
contig_7195	12543	0.201485	0.201485	0.366026
contig_7196	13016	2.39896	2.39896	2.38277
contig_7197	8582	0.295185	0.295185	0.317202
contig_7198	5709	1.25796	1.25796	0.759659
contig_7199	12116	0.166305	0.166305	0.221683
contig_72	17463	2.21932	2.21932	1.41653
contig_720	15896	0.305855	0.305855	0.900618
contig_7200	6742	1.07752	1.07752	1.90163
contig_7201	18102	1.16477	1.16477	1.40765
contig_7202	24920	2.32124	2.32124	4.19342
contig_7203	5529	3.40007	3.40007	0.819486
contig_7204	8208	1.54257	1.54257	0.968115
contig_7205	10032	1.71443	1.71443	1.07387
contig_7206	24654	0.968413	0.968413	1.35037
contig_7207	12848	1.22641	1.22641	0.266681
contig_7208	28180	2.23325	2.23325	1.20464
contig_7209	14225	1.05052	1.05052	0.79874
contig_721	13262	1.25808	1.25808	2.17471
contig_7210	36373	0.645087	0.645087	1.87917
contig_7211	7589	0.870413	0.870413	1.2532
contig_7212	9130	0.205011	0.205011	0.227558
contig_7213	19869	1.3526	1.3526	0.672913
contig_7215	5801	2.1697	2.1697	0.726758
contig_7216	5853	0.875153	0.875153	0.713306
contig_7217	9805	2.03553	2.03553	2.97092
contig_7218	5430	0.205682	0.205682	0.163404
contig_722	6582	0.541045	0.541045	1.06415
contig_7220	7038	2.48374	2.48374	0.327009
contig_7221	7864	1.45035	1.45035	0.848888
contig_7222	19446	2.48155	2.48155	8.33632
contig_7223	8930	2.19374	2.19374	1.90935
contig_7224	30944	1.23219	1.23219	1.42481
contig_7225	6661	1.45523	1.45523	1.12786
contig_7226	7583	2.067	2.067	1.05257
contig_7229	18592	1.31428	1.31428	2.60344
contig_723	5138	1.35766	1.35766	1.50751
contig_7230	6179	1.08011	1.08011	1.16692
contig_7231	13537	1.15097	1.15097	0.644299
contig_7232	6073	2.79774	2.79774	0.845616
contig_7233	8905	0.671616	0.671616	1.17425
contig_7234	14145	0.621579	0.621579	1.13745
contig_7235	5985	1.42348	1.42348	1.06147
contig_7236	10775	2.41271	2.41271	3.36836
contig_7237	9486	2.62543	2.62543	2.78892
contig_7238	7155	2.21028	2.21028	3.31595
contig_7239	67150	4.92857	4.92857	10.1397
contig_724	6364	0.676698	0.676698	0.476987
contig_7240	23074	1.79742	1.79742	1.54032
contig_7241	23298	0.84733	0.84733	1.31179
contig_7242	15104	1.58647	1.58647	2.35995
contig_7243	9626	1.93995	1.93995	2.38394
contig_7244	5336	1.85538	1.85538	1.20336
contig_7245	7421	1.15692	1.15692	0.753743
contig_7246	9133	0.951687	0.951687	1.03593
contig_7247	10809	1.88057	1.88057	1.70588
contig_7248	5392	5.16826	5.16826	35.0577
contig_7249	29382	0.861145	0.861145	0.712373
contig_7250	6430	1.20828	1.20828	0.775546
contig_7251	40140	1.42291	1.42291	1.29801
contig_7252	7711	1.01283	1.01283	0.851033
contig_7253	7801	1.64763	1.64763	1.4114
contig_7255	18637	1.69952	1.69952	1.74518
contig_7256	104645	3.24873	3.24873	2.8003
contig_7257	6674	0.676885	0.676885	0.781662
contig_7258	9264	0.331468	0.331468	0.221614
contig_7259	19227	2.16669	2.16669	3.17444
contig_726	9919	1.35797	1.35797	1.12656
contig_7260	24608	1.41398	1.41398	1.7081
contig_7262	5143	1.67354	1.67354	0.80408
contig_7263	27882	2.75097	2.75097	8.35964
contig_7264	8377	0.476115	0.476115	0.544437
contig_7265	12560	0.534649	0.534649	0.918866
contig_7266	10766	0.551903	0.551903	0.910564
contig_7267	5004	1.72229	1.72229	0.712084
contig_7268	5007	0.727404	0.727404	0.621702
contig_7269	5528	2.17516	2.17516	0.403406
contig_727	46326	1.82471	1.82471	3.75062
contig_7270	5338	1.14071	1.14071	0.369623
contig_7271	15071	1.54748	1.54748	3.74037
contig_7272	11042	2.85301	2.85301	0.762904
contig_7273	12943	1.60908	1.60908	0.875222
contig_7274	48470	1.38572	1.38572	2.37064
contig_7275	9178	0.825321	0.825321	0.71506
contig_7276	10032	1.99524	1.99524	3.08454
contig_7277	30213	1.3001	1.3001	1.45941
contig_7278	15333	1.35131	1.35131	2.15653
contig_7279	12391	1.84789	1.84789	2.84762
contig_728	5970	1.05206	1.05206	0.854684
contig_7280	11047	1.89832	1.89832	4.06944
contig_7281	20868	0.464668	0.464668	0.873111
contig_7282	32564	1.76433	1.76433	1.47705
contig_7283	9321	2.21274	2.21274	1.43229
contig_7284	9060	0.348709	0.348709	0.526377
contig_7285	9236	0.376403	0.376403	0.234769
contig_7286	21221	1.80623	1.80623	1.16321
contig_7289	16645	1.53919	1.53919	2.05111
contig_729	29143	0.337909	0.337909	0.368119
contig_7290	9364	0.52214	0.52214	0.421242
contig_7291	16630	1.74945	1.74945	1.81412
contig_7292	7878	1.89635	1.89635	1.27319
contig_7293	5735	2.63653	2.63653	6.58519
contig_7294	29147	1.49274	1.49274	2.19389
contig_7296	14442	1.1498	1.1498	2.241
contig_7297	7758	1.7939	1.7939	0.873268
contig_7298	16586	0.390241	0.390241	0.312067
contig_7299	5084	0	0	0
contig_73	99224	4.4099	4.4099	4.9878
contig_730	34291	1.10878	1.10878	1.79685
contig_7300	11799	1.86574	1.86574	4.67681
contig_7301	7749	4.06711	4.06711	4.42352
contig_7302	5754	2.50268	2.50268	1.09564
contig_7304	23800	1.77455	1.77455	1.81511
contig_7305	11547	1.06388	1.06388	1.14822
contig_7306	11568	2.13321	2.13321	4.01217
contig_7308	21014	1.31408	1.31408	1.66512
contig_7309	9514	1.21946	1.21946	1.17016
contig_7310	17078	1.16145	1.16145	1.72253
contig_7311	8530	1.09499	1.09499	0.828904
contig_7312	8335	1.4909	1.4909	0.643253
contig_7314	24235	2.78609	2.78609	4.04665
contig_7315	30002	1.24575	1.24575	2.33581
contig_7316	8497	1.7701	1.7701	1.17367
contig_7317	16830	1.65138	1.65138	1.83332
contig_7318	6717	1.93132	1.93132	1.18093
contig_7319	13980	1.08286	1.08286	0.621085
contig_732	11883	1.16833	1.16833	2.58711
contig_7321	9145	1.18121	1.18121	1.05302
contig_7322	21814	1.20259	1.20259	1.22872
contig_7323	18815	1.66745	1.66745	3.07396
contig_7324	7618	0.816015	0.816015	2.0939
contig_7325	25619	1.58946	1.58946	1.39445
contig_7326	11341	1.13421	1.13421	1.2575
contig_7327	28051	2.30777	2.30777	2.39961
contig_7328	8481	1.06878	1.06878	1.18513
contig_7329	16621	0.358934	0.358934	0.350627
contig_733	63646	3.05114	3.05114	4.59357
contig_7330	17656	1.67525	1.67525	1.00937
contig_7333	16640	2.34894	2.34894	4.441
contig_7334	10291	0.725372	0.725372	0.394102
contig_7335	5264	0.777669	0.777669	0.967377
contig_7336	36890	1.06864	1.06864	1.3632
contig_7337	8599	0.51367	0.51367	0.31427
contig_7338	12703	2.06723	2.06723	1.17842
contig_7339	5522	1.26545	1.26545	0.955422
contig_7340	10033	2.07579	2.07579	1.17349
contig_7341	6910	0.443047	0.443047	0.53559
contig_7342	18043	2.07478	2.07478	2.93678
contig_7343	11487	1.71103	1.71103	0.889088
contig_7344	55370	2.85514	2.85514	3.64167
contig_7345	7321	3.59378	3.59378	3.53514
contig_7346	17355	1.81424	1.81424	2.02449
contig_7347	13492	0.860141	0.860141	0.8068
contig_7348	5262	1.85446	1.85446	0.78648
contig_7349	8096	1.03876	1.03876	0.727763
contig_735	246631	3.75328	3.75328	9.82175
contig_7350	9718	2.30247	2.30247	1.71389
contig_7351	26241	2.18892	2.18892	4.10925
contig_7352	61743	2.3786	2.3786	1.70155
contig_7353	6436	2.60802	2.60802	0.936852
contig_7354	7675	3.86857	3.86857	1.61391
contig_7355	12250	1.32074	1.32074	1.66885
contig_7356	6403	1.94179	1.94179	0.917003
contig_7357	21472	1.25227	1.25227	1.5731
contig_7358	13958	1.30424	1.30424	1.07866
contig_7359	8062	1.65192	1.65192	1.54097
contig_736	11730	2.02539	2.02539	1.90752
contig_7360	5900	0.901565	0.901565	0.872901
contig_7361	14544	1.944	1.944	1.43002
contig_7362	12419	1.29717	1.29717	2.23852
contig_7363	15723	0.386888	0.386888	0.802907
contig_7364	5528	1.97936	1.97936	0.749658
contig_7366	7102	1.65895	1.65895	0.910941
contig_7367	6904	1.97735	1.97735	0.488901
contig_7368	11216	1.20947	1.20947	1.05204
contig_7369	17308	1.71879	1.71879	0.988764
contig_737	8454	0.911368	0.911368	1.2947
contig_7370	11627	1.8531	1.8531	1.49241
contig_7371	11513	0.846959	0.846959	0.782876
contig_7372	23592	0.723829	0.723829	0.605539
contig_7373	158727	3.25255	3.25255	5.87646
contig_7374	8753	2.30094	2.30094	1.41818
contig_7375	44770	0.812528	0.812528	0.87431
contig_7377	16979	1.36508	1.36508	1.79913
contig_7378	60516	5.05294	5.05294	9.55923
contig_738	58142	2.17844	2.17844	5.20341
contig_7380	8289	0.7813	0.7813	1.0942
contig_7381	15434	3.40395	3.40395	10.8921
contig_7383	11179	2.12041	2.12041	1.96436
contig_7384	36674	1.03524	1.03524	1.62262
contig_7387	22455	1.40341	1.40341	0.756143
contig_739	46461	2.51115	2.51115	2.69094
contig_7391	25565	1.23423	1.23423	2.67169
contig_7392	6438	0.635814	0.635814	0.993802
contig_7393	5790	0.152482	0.152482	0.129257
contig_7394	10961	1.43409	1.43409	0.842015
contig_7395	9841	1.5048	1.5048	1.748
contig_7396	19658	1.45228	1.45228	1.85838
contig_7397	5402	0.386139	0.386139	0.237086
contig_7398	11793	1.70832	1.70832	1.8397
contig_7399	11061	1.62717	1.62717	1.64388
contig_74	13958	2.21683	2.21683	0.940389
contig_740	34458	1.92494	1.92494	2.73762
contig_7401	12403	0.319758	0.319758	0.375716
contig_7402	11723	0.764452	0.764452	0.653863
contig_7403	6596	1.37574	1.37574	0.474442
contig_7404	28140	1.56352	1.56352	0.938271
contig_7405	9459	2.36234	2.36234	2.20552
contig_7406	7794	1.4499	1.4499	0.520456
contig_7407	7396	0.0690036	0.0690036	0.064251
contig_7408	6710	1.63201	1.63201	1.20957
contig_741	28635	1.79294	1.79294	1.58002
contig_7410	15207	0.873813	0.873813	1.05345
contig_7411	42347	2.59189	2.59189	3.36126
contig_7412	13894	1.41407	1.41407	1.1237
contig_7413	6539	0.780091	0.780091	0.491559
contig_7414	17174	0.440202	0.440202	0.515922
contig_7415	21105	0.383966	0.383966	0.64058
contig_7416	5469	1.36849	1.36849	0.724304
contig_7417	16214	0.890998	0.890998	1.38229
contig_7418	5955	5.12076	5.12076	1.86222
contig_7419	5930	0.60519	0.60519	0.583281
contig_742	20043	0.726939	0.726939	0.748033
contig_7420	8554	1.06782	1.06782	1.00807
contig_7421	30471	2.00538	2.00538	2.20522
contig_7422	7214	1.54346	1.54346	1.33799
contig_7423	17501	0.712005	0.712005	0.799767
contig_7424	12034	2.58331	2.58331	2.95374
contig_7425	12066	1.33862	1.33862	1.03224
contig_7426	6680	3.59142	3.59142	3.35573
contig_7427	19629	2.10668	2.10668	1.67226
contig_7428	11660	1.21998	1.21998	0.468386
contig_7429	10088	0.207587	0.207587	0.345306
contig_743	26403	0.926942	0.926942	1.00162
contig_7430	11876	1.77145	1.77145	0.79848
contig_7431	89648	1.6745	1.6745	4.67952
contig_7432	49601	2.60436	2.60436	3.89104
contig_7433	26397	1.68095	1.68095	2.21525
contig_7434	21530	1.45907	1.45907	1.17095
contig_7435	6312	1.4432	1.4432	1.76159
contig_7436	25269	0.983399	0.983399	2.04868
contig_7437	9571	1.43392	1.43392	0.995396
contig_7438	6930	0.555162	0.555162	0.793916
contig_7439	39517	1.18297	1.18297	1.13815
contig_744	44972	4.02729	4.02729	15.9273
contig_7440	21521	3.06532	3.06532	4.50938
contig_7441	8589	0.236639	0.236639	0.374779
contig_7442	21642	1.26186	1.26186	2.00279
contig_7443	10579	0	0	0
contig_7444	75174	2.85983	2.85983	4.05109
contig_7445	6123	0.235895	0.235895	0.32261
contig_7446	69051	2.63041	2.63041	6.05598
contig_7447	83171	2.69863	2.69863	6.27766
contig_7448	7689	0.657249	0.657249	0.850194
contig_7449	8181	0	0	0
contig_745	14319	2.02661	2.02661	1.55183
contig_7450	13875	1.66485	1.66485	0.904122
contig_7452	20158	1.09971	1.09971	1.5638
contig_7453	34740	2.35851	2.35851	1.24017
contig_7454	32719	2.48405	2.48405	5.89207
contig_7455	6039	1.3279	1.3279	0.925219
contig_7456	54412	1.39162	1.39162	2.41043
contig_7457	9702	0.0292085	0.0292085	0.0283582
contig_7458	13964	0.672361	0.672361	0.676305
contig_746	8652	1.62785	1.62785	0.988019
contig_7460	6317	0.558132	0.558132	0.641435
contig_7461	13198	2.02468	2.02468	3.59698
contig_7462	6273	0.477217	0.477217	0.249524
contig_7464	8105	1.32458	1.32458	0.646742
contig_7465	18977	0.853986	0.853986	1.71503
contig_7466	10252	1.34815	1.34815	0.633396
contig_7467	7051	1.06738	1.06738	0.366639
contig_7468	18291	0.831542	0.831542	0.955828
contig_7469	10335	1.16613	1.16613	1.33525
contig_747	36741	1.33825	1.33825	3.24721
contig_7470	7091	1.16727	1.16727	0.607908
contig_7471	7396	0.757521	0.757521	0.49068
contig_7472	22773	1.38509	1.38509	0.810825
contig_7473	10124	2.6922	2.6922	1.17968
contig_7475	10413	1.16759	1.16759	1.36397
contig_7476	18201	0.807102	0.807102	1.0516
contig_7478	16147	2.64031	2.64031	2.23918
contig_7479	76546	1.18521	1.18521	1.79127
contig_7480	8378	0.363515	0.363515	0.451874
contig_7481	11390	1.83096	1.83096	1.20673
contig_7482	45775	0.752504	0.752504	0.98609
contig_7484	5541	2.91579	2.91579	1.56778
contig_7485	6396	1.39321	1.39321	1.46834
contig_7486	142589	4.2102	4.2102	6.93514
contig_7487	19627	0.807876	0.807876	0.723116
contig_7488	16273	1.14048	1.14048	5.72663
contig_7489	10485	0.984422	0.984422	0.835474
contig_749	6153	0.654506	0.654506	0.565073
contig_7490	17458	2.19829	2.19829	1.35455
contig_7491	7531	1.45062	1.45062	1.02729
contig_7492	13753	2.03271	2.03271	1.61364
contig_7493	22602	0.813602	0.813602	0.862568
contig_7494	10033	0.837903	0.837903	0.862871
contig_7495	48578	1.63821	1.63821	3.63561
contig_7496	10035	3.01791	3.01791	5.30976
contig_7497	9594	1.4064	1.4064	1.18985
contig_7498	20842	0.495071	0.495071	0.683693
contig_7499	8062	0.41178	0.41178	0.477183
contig_75	35014	9.21724	9.21724	33.0482
contig_750	84991	2.15451	2.15451	2.5694
contig_7500	28601	0.360971	0.360971	0.594421
contig_7501	25903	0.135674	0.135674	0.403867
contig_7502	31803	1.69696	1.69696	4.10223
contig_7503	39585	3.35101	3.35101	3.42627
contig_7504	11422	0.835344	0.835344	0.813682
contig_7505	89173	2.81685	2.81685	3.58032
contig_7506	33980	0.795891	0.795891	1.95834
contig_7507	5049	0.79506	0.79506	0.770152
contig_7508	8933	2.42138	2.42138	0.569757
contig_7509	7298	0.553721	0.553721	0.247159
contig_751	17964	1.07107	1.07107	1.47884
contig_7510	6388	0.435075	0.435075	0.496524
contig_7511	9042	1.26957	1.26957	0.809979
contig_7512	20032	0.983704	0.983704	1.6848
contig_7513	9421	1.97012	1.97012	1.19637
contig_7514	10005	1.8069	1.8069	4.54192
contig_7515	15902	2.40389	2.40389	3.3471
contig_7516	27729	2.35824	2.35824	2.97876
contig_7517	6676	0.229697	0.229697	0.308759
contig_7518	7112	1.62597	1.62597	1.28143
contig_7519	5272	1.46915	1.46915	0.969235
contig_752	16507	1.80161	1.80161	1.42237
contig_7520	35604	1.4989	1.4989	2.00199
contig_7521	15081	1.20421	1.20421	0.53646
contig_7524	22943	1.27605	1.27605	2.64447
contig_7525	8215	2.1602	2.1602	1.36837
contig_7526	33873	1.69389	1.69389	0.900459
contig_7527	7747	1.92049	1.92049	1.20934
contig_7528	11243	0.982962	0.982962	0.439259
contig_7529	8442	2.74698	2.74698	1.61077
contig_753	9748	1.34403	1.34403	1.23041
contig_7530	7051	1.50138	1.50138	0.432368
contig_7531	43407	0.443027	0.443027	0.335778
contig_7532	144579	1.86688	1.86688	4.15432
contig_7534	27693	1.40304	1.40304	2.32786
contig_7535	7461	1.03789	1.03789	0.969175
contig_7536	6360	1.6818	1.6818	0.472766
contig_7537	5730	0.544803	0.544803	0.578935
contig_7538	7046	0.419809	0.419809	0.453341
contig_7539	10371	1.86782	1.86782	1.36811
contig_754	9016	1.01929	1.01929	2.42641
contig_7540	27357	1.11949	1.11949	1.75663
contig_7541	19719	1.98692	1.98692	3.23375
contig_7542	12086	2.20342	2.20342	0.964629
contig_7543	48235	1.02751	1.02751	1.38203
contig_7545	11436	0.221336	0.221336	0.172341
contig_7546	23954	3.36943	3.36943	7.05362
contig_7547	12560	0.849476	0.849476	1.08258
contig_7548	41131	1.63827	1.63827	1.75611
contig_7549	15361	0.131089	0.131089	0.178922
contig_755	72455	1.66976	1.66976	3.84123
contig_7550	99710	3.76814	3.76814	8.45016
contig_7551	12300	2.13556	2.13556	2.57072
contig_7552	7911	4.61861	4.61861	12.5338
contig_7553	6173	2.65183	2.65183	3.45153
contig_7554	15025	0.549378	0.549378	0.666024
contig_7555	20833	1.59426	1.59426	2.41805
contig_7556	22677	2.9636	2.9636	2.04293
contig_7557	16460	2.74574	2.74574	4.80687
contig_7558	8259	2.29942	2.29942	0.556647
contig_7559	9693	0.836529	0.836529	0.94166
contig_7560	6953	2.39247	2.39247	1.5096
contig_7561	10220	2.02989	2.02989	1.84935
contig_7562	9968	2.09024	2.09024	0.869417
contig_7563	8598	1.48958	1.48958	1.61365
contig_7564	6838	1.55218	1.55218	0.566739
contig_7566	10457	0.683904	0.683904	1.01751
contig_7569	11649	1.12879	1.12879	0.884496
contig_7570	7527	1.0023	1.0023	0.959795
contig_7571	5763	0.875111	0.875111	0.80212
contig_7572	19387	1.55367	1.55367	1.42559
contig_7574	25423	1.13461	1.13461	1.47852
contig_7575	9524	0.598997	0.598997	0.882294
contig_7576	6266	0.75654	0.75654	0.763076
contig_7577	13126	1.42324	1.42324	1.97143
contig_7578	7219	0.445183	0.445183	0.799379
contig_7579	31540	0.805671	0.805671	0.75407
contig_758	28253	0.115041	0.115041	0.16817
contig_7582	8084	0.00352912	0.00352912	0.0035171
contig_7583	22025	2.05989	2.05989	2.84062
contig_7584	136423	4.64458	4.64458	17.346
contig_7585	10522	1.33051	1.33051	1.28328
contig_7586	7356	1.53691	1.53691	1.26022
contig_7587	17570	1.34455	1.34455	1.36026
contig_7588	26823	1.26435	1.26435	2.25827
contig_759	32200	0.610109	0.610109	1.08222
contig_7590	25547	1.69158	1.69158	3.20699
contig_7591	6636	1.3395	1.3395	0.402228
contig_7592	105940	2.38265	2.38265	5.91375
contig_7593	23985	1.28093	1.28093	0.810226
contig_7594	5872	2.687	2.687	1.34527
contig_7595	5478	1.69351	1.69351	0.753623
contig_7597	21915	1.74808	1.74808	1.37799
contig_7598	134786	4.30305	4.30305	6.32076
contig_7599	23297	0.740787	0.740787	1.84417
contig_760	36306	1.80344	1.80344	8.76631
contig_7600	10108	0.0156658	0.0156658	0.0154207
contig_7601	12046	2.00311	2.00311	2.15498
contig_7605	5501	0.559708	0.559708	0.594869
contig_7606	8973	0.791227	0.791227	1.05929
contig_7607	17287	2.07207	2.07207	1.83976
contig_7608	40685	1.01098	1.01098	1.39477
contig_7609	14986	1.70228	1.70228	0.776003
contig_761	77662	3.59027	3.59027	20.8605
contig_7610	49064	2.50082	2.50082	2.50563
contig_7611	22684	2.25885	2.25885	0.996588
contig_7612	35908	1.17764	1.17764	2.6591
contig_7613	8135	1.43106	1.43106	1.21982
contig_7614	19250	0.923822	0.923822	0.638091
contig_7615	11152	0.940465	0.940465	0.708776
contig_7616	30917	0.86518	0.86518	0.880193
contig_7617	14232	1.71077	1.71077	4.61436
contig_7618	7255	0.691626	0.691626	0.213313
contig_7619	6792	1.82159	1.82159	1.11904
contig_762	8145	1.46129	1.46129	0.937291
contig_7620	5961	0.273103	0.273103	0.366892
contig_7621	17675	1.14904	1.14904	2.47375
contig_7622	11760	1.64255	1.64255	1.2178
contig_7623	14283	1.5945	1.5945	1.13237
contig_7624	6499	1.14947	1.14947	0.807709
contig_7626	10392	0.766257	0.766257	0.548393
contig_7627	10052	0.652494	0.652494	0.49565
contig_7628	12791	2.91599	2.91599	2.41651
contig_7629	22869	1.86267	1.86267	1.20939
contig_763	23463	0.449706	0.449706	0.483433
contig_7630	8037	0.142767	0.142767	0.122404
contig_7631	11934	2.0852	2.0852	3.44258
contig_7633	21708	1.8242	1.8242	1.94137
contig_7634	8021	1.25715	1.25715	0.67287
contig_7635	19368	2.74326	2.74326	5.30771
contig_7636	8190	1.35336	1.35336	0.606435
contig_7637	40400	1.7432	1.7432	3.10288
contig_7638	17796	1.95648	1.95648	1.78855
contig_7639	9362	0.926183	0.926183	1.40367
contig_764	26737	1.23831	1.23831	2.93511
contig_7640	65454	3.91118	3.91118	3.81894
contig_7641	16794	0.769767	0.769767	0.842721
contig_7643	13469	1.92597	1.92597	3.53756
contig_7644	16802	0.754804	0.754804	0.756585
contig_7647	11287	0.385292	0.385292	0.35234
contig_7648	7246	0.793264	0.793264	0.231099
contig_7649	8195	2.4573	2.4573	1.19848
contig_765	25586	1.06263	1.06263	1.14175
contig_7650	11031	2.65205	2.65205	1.00655
contig_7652	18238	3.23353	3.23353	5.34347
contig_7653	10114	0.188077	0.188077	0.395019
contig_7654	6920	1.38877	1.38877	2.02581
contig_7657	7718	0.719345	0.719345	0.330649
contig_7658	12621	2.22155	2.22155	5.07471
contig_7659	14163	0.241347	0.241347	0.222392
contig_766	22128	2.17376	2.17376	2.99501
contig_7660	6406	2.32209	2.32209	0.333509
contig_7661	8960	2.3462	2.3462	3.55619
contig_7662	9553	2.38754	2.38754	2.18531
contig_7663	11113	1.77296	1.77296	1.23765
contig_7664	11547	2.9055	2.9055	1.36634
contig_7665	7191	0.843772	0.843772	0.414226
contig_7666	111216	2.04929	2.04929	3.59767
contig_7667	16477	1.28903	1.28903	2.3751
contig_7668	6203	1.80109	1.80109	0.358304
contig_7669	6872	0.558018	0.558018	0.673689
contig_767	7442	1.46626	1.46626	0.648216
contig_7670	33602	4.12794	4.12794	7.75762
contig_7672	11046	2.82443	2.82443	1.32289
contig_7673	16538	0.835917	0.835917	1.29231
contig_7674	10058	0.922083	0.922083	1.48639
contig_7675	6597	1.5902	1.5902	0.37968
contig_7676	13138	2.30952	2.30952	4.21954
contig_7677	28857	0.972759	0.972759	1.65723
contig_7678	23111	1.18213	1.18213	2.55755
contig_7679	7682	2.10874	2.10874	4.79445
contig_768	17312	0.944354	0.944354	0.589631
contig_7680	5797	1.83992	1.83992	1.53615
contig_7681	7732	2.84252	2.84252	3.35207
